Group nationality,Group gender,Group age,Group special needs,Group Details," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Issue"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Refugee Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Team Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Issue"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Refugee Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Team Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Issue"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Refugee Recommendation"," Theme 1: Shrinking Protection Space
Refugee responses to shrinking protection space:Team Recommendation",Theme 1: Shrinking Protection SpaceRefugee responses to shrinking protection space:Issue,Theme 1: Shrinking Protection SpaceRefugee responses to shrinking protection space:Refugee recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:PA recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:Issue,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:Refugee recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:PA recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:Issue,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:Refugee recommendation,Theme 1: Shrinking Protection Space Refugee responses to shrinking protection space:PA recommendation," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityIssue"," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityRefugee Recommendation"," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityTeam Recommendation"," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityIssue "," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityRefugee Recommendation"," Theme 1: Shrinking Protection Space
Challenges to peaceful co-existence between refugees and host communityTeam Recommendation"," Theme 1: Shrinking Protection Space
Fraud:Issue"," Theme 1: Shrinking Protection Space
Fraud:Refugee Recommendation"," Theme 1: Shrinking Protection Space
Fraud:Team recommendation"," Theme 1: Shrinking Protection Space
Specific protection risks of Iraqis who arrived after June 2014 (if applicable):Issue"," Theme 1: Shrinking Protection Space
Specific protection risks of Iraqis who arrived after June 2014 (if applicable):Refugee Recommendation"," Theme 1: Shrinking Protection Space
Specific protection risks of Iraqis who arrived after June 2014 (if applicable):Team Recommendation","Theme 2: Community Based Protection Network
Community Based Complaint Mechanisms:Issue","Theme 2: Community Based Protection Network
Community Based Complaint Mechanisms:Refugee Recommendation","Theme 2: Community Based Protection Network
Community Based Complaint Mechanisms:Team Recommendation","Theme 2: Community Based Protection Network
Risk and coping mechanisms of refugees living in ITSs.Issue","Theme 2: Community Based Protection Network
Risk and coping mechanisms of refugees living in ITSs.Refugee Recommendation","Theme 2: Community Based Protection Network
Risk and coping mechanisms of refugees living in ITSs.Team Recommendation","Theme 2:  Community Based Protection Network
Short and long term needs/aspirations/plans of refugees:Issue","Theme 2: Community Based Protection Network
Short and long term needs/aspirations/plans of refugees:Refugee Recommendation","Theme 2: Community Based Protection Network
Short and long term needs/aspirations/plans of refugees:Team Recommendation","Theme 3: Protection – Assistance and Services
Access to services by refugees with disabilities (adult and children) and SGBV survivors: Issue","Theme 3: Protection – Assistance and Services
Access to services by refugees with disabilities (adult and children) and SGBV survivors: Refugee Recommendation","Theme 3: Protection – Assistance and Services
Access to services by refugees with disabilities (adult and children) and SGBV survivors: Team Recommendation","Theme 3: Impact of the Government’s new health policy
Impact of the Government’s new health policy:Issue","Theme 3: Protection – Assistance and Services
Impact of the Government’s new health policy:Refugee Recommendation","Theme 3: Protection – Assistance and Services
Impact of the Government’s new health policy:Team Recommendation","Theme 3: Protection – Assistance and Services
Refugee perceptions on home visits:Issue","Theme 3: Protection – Assistance and Services
Refugee perceptions on home visits:Refugee Recommendation","Theme 3: Protection – Assistance and Services
Refugee perceptions on home visits:Team Recommendation","Theme 3: Protection – Assistance and Services
Challenges posed by the increasing number of unaccompanied minors:Issue","Theme 3: Protection – Assistance and Services
Challenges posed by the increasing number of unaccompanied minors:Refugee Recommendation","Theme 3: Protection – Assistance and Services
Challenges posed by the increasing number of unaccompanied minors:Team Recommendation","Theme 3: Protection – Assistance and Services
Cash based interventions:Issue","Theme 3: Protection – Assistance and Services
Cash based interventions:Refugee Recommendation","Theme 3: Protection – Assistance and Services
Cash based interventions:Team Recommendation"
Iraqis,Male and female,Youth ,,New arrivals,. Social isolation of children (parents do not allow their children to leave the home out of fear of harassment),,. Establish more child friendly spaces,,,,,,,,,,,,,,,,. No social interaction with host community due to fear of harassment ,,,,,,,,,. Inability to cover rent and basic needs; fear of returning to Iraq; psychological problems; discrimination against children in school and no-where to turn for help; long waiting lists for resettlement; lack of vocational training opportunities,,,. Fear that placing complaints will negatively impact on their RSD and RST cases; lack of follow-up to reported complaints; discrimination in terms of acces to services (Syrians enjoy better access to services than non-Syrians),,,,,,.  (a.) employment (b.) vocational training (c.) education for children (d.) better access to services (e.) resettlement ,,,,,,. New health policy adds extra burden on refugees struggling to meet basic needs (medicine unaffordable) ,,,,,,,,,. Winter cash bonus ( JOD) not offered to all in need. Unclear rules and regulations.,,
Iraqis,Male and female,Youth,None,New arrivals,. Inability to cover rent and basic needs ,,,,,,,,,,,,,,,,,,. Harassment by adults and children ,,,,,,,,,". Ill treatment by UNHCR staff; discrimination against non-Syrians in terns of access to UNHCR services; restricted access for children in schools due to late arrival; psychological tress and tension; violence and or harassment against women who do not wear a veil 
",,,. Lack of trust in UNHCR staff; complaints handling mechanisms found to be ineffective ,,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,,,,. (a.) employment (b.) resettlement ,,,,,,. Poor quality and access to health care (treated with disrespect and lack of medicine),,,. Positive view on Home Visits but lack of follow-up a big problem,,,,,,. Unclear information on whether winter cash bonus would be granted on a one off basis or not ,,
Iraqis,Female,Adult,None,FHH,. Lack of academic records prevents some adolescents from attending school,,,,,,,,,,,,,,,,,,. Avoidance of social interaction with host community due to fear ,,,,,,,,,. Many live in churches; shop keepers and taxi drivers increase prices for Iraqis,,,. Lack of awarenss or lack of trust in complaints handling mechanisms ,,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,,,,. (a.) rent (b.) resettlement ,,,,,,,,,. No follow-up to Home Visits ,,,,,,. Need for cash assistance by those not granted it.,,
Iraqis,Female,Adult,None,FHH/ cash beneficiaries/new arrivals  ,. Inability to cover rent and basic needs,,,. Lack of vocational training opportunities,,,. Lack of higher education opportunities for youth ,,,,,,,,,,,,. A sense that the law is not on their side makes some reluctant to interact with host community,,,,,,,,,. New arrivals fled with nothing but clothes they were wearing; fear daughters will be too old for marriage; landlords increase rent for Iraqis,,,. Lack of awareness on complaints handling mechanisms ,,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,,,,. (a.) better access to services (b.) cash assistance (c.) resettlement ,,,,,,. Lack of knowledge on new health care policy ,,,. Positive view on Home Visits but lack of follow-up,,,,,,". Most receive cash assistance from churches only, some received one off winter bonus cash assistance ",,
Iraqis,Male,Adult,None,Cash beneficiaries/new arrivals ,. Children fear going to school,,,,,,,,,,,,,,,,,,,,,,,,. Several cases of fraud reported. Fear of reporting cases to police. ,,,,,,. Lack of awareness on complaints handling mechanisms; lack of trust in UNHCR staff; lack of follow-up by those who have made use of complaints handling mechanisms,,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,,,,. (a.) financial assistance to cover rent and basic needs (b.) education for children,,,,,,. New health policy adds extra burden on refugees struggling to meet basic needs (medicine unaffordable) ,,,. Negative view on Home Visits. No follow-up. ,,,,,,. Some have received no cash assistance ,,
Iraqis,Male ,Youth,None ,New arrivals,. Inability to cover rent and basic needs ,. Resettlement ,,. Lack of academic records prevents some adolescents from attending school,. Resettlement ,,,,,,,,,,,,,,,,,,,,. One case of health insurance offered in return for cash,,,,,,. Lack of awareness on complaints handling mechanisms ,, . Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,,,,. (a.) financial assistance (b.) resettlement,,,,,,. Negative view on Home Visits. No follow-up. ,,,. Cash assistance cut for some who left for Iraq and returned to Jordan ,,,,,,,,
Iraqis,Male and female,Minors,None,New arrivals,. Domestic violence (parents fighting) ,,,,,,,,,,,,,,,,,,. Positive feelings expressed by Iraqi minors towards Jordanian children,,,,,,,,,. Lack of education for most minors; poor housing; poor emotional well-being,,,,,,,,,. (a.) education (b.) making new friends ,,,,,,. No follow-up to Home Visits,,,,,,,,,,,
Iraqis,Male and female,Adults,PwD,And elderly,. Inability to cover rent and basic needs (lack of work permits),,,. Loss of social status affects mental wellbeing,,,,,,,,,,,,,,,,,,,,,,,,. Lack of vocational training opportunities; lack of education for children,,,". Lack of trust in UNHCR staff, belief that complaints handling mechanisms are ineffective ",, . Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,,,,,,,. NGOs provide good services for PwD,,,. Negative view on Home Visits. No follow-up. ,,,. Need for financial assistance ,,,,,,. Inflation in the market. The money they receive don not cover their needs and they don’t correspond to the prices in the market. The assistance they receive is not enough and do not cover daily expenses.,,
Sudanese,Male and female,Adolescents,None,Some new arrivals; some born and raised in Jordan ,. School drop-out and child labour ,". CSC activities that target individual needs; Vocational training and skills development (English, IT, carpentry, electronic repairs)",. Increase CSC activities targeting needs and aspirations of adolescents; expedite RSD cases for new arrivals so they are eligible for receiving services ,. Restricted freedom of movement due to frequent verbal and physical harassment ,,,". Psychological distress due to war trauma, seperation from family, difficult life as a refugee in Jordan (prevalent among new arrivals) ",. Strong wish for continued informal dialogue with UNHCR staff (regular FGDs) and more social activities through CSC,. Offer individual/group psychosocial support to adolescents; organise regular social activities through CSC based on wishes of adolescents ,,,,,,,,,,". Harassment and discrimination in public, in the workplace and in schools ",,. Promote awareness on refugees' rights and entitlements; promote respect for human rights and diversity through formal education targeting the host community ,,,,,,,,,,. Lack of awareness on complaints handling mechanisms,,. Raise awareness on complaints handling mechanisms; strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline,,,,". Short term priorities: . financial support to cover rent . education . NFI; Long-term aspirations: i. Financial independence, ii. resettlement
",,,,,,,,,,,,,,,,,
Sudanese,Female,Adult,None,None,. Inability to cover rent and basic needs ,,. Explore feasibility of assisting asylum seekers and refugees with obtaining a work permit as this would address multiple urgent challenges they face including: (a.) exploitation (b.) ability to cover rent and basic needs.,. Regular physical and verbal harassment; ,,. Liaise with Government of Jordan and Jordan National Centre for Human Rights in sensitizing police to human rights standards and specific protection concerns of Sudanese asylum seekers and refugees. ,. No educational background/no opportunities for education in Jordan (only % of elite in Sudan receive education),,. Explore opportunities for informal education for adult women ,. Poor quality and access to health care ,,,,,,,,,. Harassment and discrimination towards Sudanese children and adults ,,,,,,. No fraud reported ,,. Issue of fraud may be readdressed more appropriately through ongoing FGDs with refugees and as trust builds between participants and UNHCR. ,,,,. Complaints handling mechanisms found to be ineffective (helpline and petitions); lack of trust in UNHCR staff,. Strong preference for placing complaints in person. Adult women prefer speaking to female staff when reporting SGBV cases but feel male staff are more sympathetic when discussing other needs.,". Promote in person complaints handling mechanisms and needs assessments through Home Visits; Offer female refugees possibility to speak to female or male UNHCR staff; Promote ongoing monitoring and training of IRD staff who conduct Home Visits (in terms of code of conduct, specifically with regards to length of visits and respect towards refugees).
",,,,". Short term priorities: (a.) employment (b.) education (c.)food (d.) quality health care, (e.) recreational activities for children. Long-term aspirations: (i.) financial independence, (ii.) resettlement",,,. Shame in admitting to having a family member with a disability; most adult women are survivors of SGBV,,". Address reasons why persons with disability are not known by this group of refugees (stigma, shame linked with social isolation of PwDs) through ongoing FGDs at Sudanese CSC; Explore culturally appropriate psycho social support to victims of sexual violence.",,,,. Positive view on and strong preference for Home Visits. ,,. To the extent possible UNHCR should scale up Home Visits and in person interviews instead of other types of needs assessments.,,,,. Most participants have received one off UCA,,. Explore opportunity for scaling up cash based interventions to the most vulnerable refugees.
Sudanese,Female,Adult,None,Cash beneficiaries/FHH,. Inability to cover rent and basic needs ,". Increase NFIs, financial assistance and provision of food items",,. Poor accommodation in unsafe neighbourhoos (Sahab),,,". Exploitation in the workplace (working below minimum wage, being fired without getting paid)",,,. Poor quality and access to health care provided by JHAS,,". UNHCR Health Unit to address refugees’ concerns with regards to the quality of health care provided by JEHAS (long waiting lists, personal treatment of refugees by health care staff).",,,,,,,. Physical and verbal harassment against children and adults with great effect on mental wellbeing ,,". Awareness raising sessions through CSC on: (a.) human rights and legal rights of Sudanese asylum seekers and refugees in Jordan. Ensure that Sudanese refugees are aware of their right to report crimes to the police and to seek protection from UNHCR if the police does not assist them; (b.) UNHCR mandate and services through CSC/ Promote the psycho-social wellbeing through the hosting of regular activities, by the Sudanese CSC, that are relevant and of interest to participants.
",,,,,,,,,,. Complaints handling mechanisms found to be ineffective (helpline and petitions). FHH unable to leave their children at home to go to Khalda to follow-up on their cases. ,. Strong preference for in person complaints handling and needs assessments through Home Visits. ,".  Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline; promote complaints handling and needs assessments through in person consultations; explore feasibility of offering child care for FHH so mothers can safely leave their children to work and/or follow up on their RSD/RST cases or other complaints; To the extent possible provide female refugees the opportunity to choose to talk to female or male UNHCR staff; Ensure ongoing monitoring and training of IRD staff who conduct Home Visits (in terms of code of conduct, specifically with regards to length of visits and respect towards refugees) ",,,,". .) Cash assistance .) food .) quality health care .) Education .)Resettlement to the USA. 
",,,. Many female Sudanese refugees are survivors of SGBV,,. Raise awareness on UNHCR services including psychosocial support in relation to SGBV issues ,,,,. Positive view on Home Visits.,. Strong preference for needs assessments to be conducted through Home Visits,". Promote Home Visits and instead of other assessment types; esure ongoing monitoring and training of IRD staff who conduct Home Visits (in terms of code of conduct, specifically with regards to length of visits and respect towards refugees)
",". Participants do not know of any unaccompanied minors within their community. 

NB! It is a concern that this group does not know of any unaccompanied minors. Not to be taken for face value. We met one unaccompanied minor who is socially isolated from the community and depressed.
",. UNHCR should work to ensure that contact between unaccompanied minors and members of the Sudanese refugee community be established. ,,. Most participants have received UCA once or twice,. Increase MFA,
Sudanese,Male,Adult,None,Cash beneficiaries,. Inability to cover rent and basic needs ,". Work permits, more NFIs (blankets)",,. Poor quality and access to health care provided by JHAS,,. Improve health care ,. Harassment and  exploitation in the workplace ,,,,,,,,,,,,. Physical and verbal harassment against adults and children ,,". Provide awareness raising sessions through CSC on: (a.) human rights and legal rights of Sudanese asylum seekers and refugees in Jordan. Ensure that Sudanese refugees are aware of their right to report crimes to the police and to seek protection from UNHCR if the police does not assist them.
(b.) UNHCR mandate and services through CSC.
*Liaise with Government of Jordan and Jordan National Centre for Human Rights in sensitizing police and school teachers to human rights standards and specific protection concerns of Sudanese asylum seekers and refugees. 
*Explore interest in psycho-social support through ongoing FGDs at Sudanese CSC.

* provide psychological support through solo session special to post traumatic 
",,,,,,,,,,. Complaints handling mechanisms found to be ineffective (helpline and petitions). ,. Strong preference for in person complaints handling and needs assessments. ,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline; promote in person complaints handling and needs assessments ,,,,". . ) Cash assistance .) Protection from harassment and discrimination .) food .) quality health care .) CSC activities (English, IT, football, sewing and literacy) .) resettlement ",,. Organise CSC activities targeting needs and aspirations of refugees ,,,,,,,. Positive view on Home Visits ,,". To the extent possible UNHCR should scale up Home Visits and instead of other assessment types; train and monitor IRD staff on professional code of conduct during Home Visits (length of visit, need for impartiality and respect).
",,,,,,
Sudanese,Female,Youth,None,,. Inability to cover rent and basic needs,,,. Poor nutrition ,,. Organise nutritious cooking classes at CSC ,. Physical and verbal harassment against children and adults ,,. Liaise with Government of Jordan and Jordan National Centre for Human Rights in sensitising police to human rights standards and specific protection concerns of Sudanese asylum seekers and refugees. ,. Child labour ,,,,,,,,,. Harassment and discrimination in schools (parents telling their children not to play with Sudanese children),,". Provide awareness raising sessions through CSC on:
(a.) human rights and legal rights of Sudanese asylum seekers and refugees in Jordan. Ensure that Sudanese refugees are aware of their right to report crimes to the police and to seek protection from UNHCR if the police does not assist them.
(b.) UNHCR mandate and services through CSC.
*Liaise with Government of Jordan and Jordan National Centre for Human Rights in sensitising police and school teachers to human rights standards and specific protection concerns of Sudanese asylum seekers and refugees. 
",,,,,,,,,,. Complaints handling mechanisms found to be ineffective (helpline and petitions); cultural sensitivy around discussing personal issues; lack of trust in UNHCR staff,. Strong preference for in person complaints handling and needs assessments; Female refugees to be given opportunity to speak with female staff on issues related to SGBV,". To the extent possible conduct needs assessments through in person interviews during Home Visits.
*Monitoring of CBOs reporting of complaints to UNHCR. Address the issue with CBO team leaders if need be.
*To the extent possible provide female refugees the opportunity to choose to talk to female or male UNHCR staff. This is important to female Sudanese asylum seekers and refugees most of whom have witnessed or are victims of sexual violence.
*Ensure ongoing monitoring and training of IRD staff who conduct Home Visits (in terms of code of conduct, specifically with regards to length of visits and respect towards refugees).
",,,,". .) Cash assistance .) food .) education .) NFI (heaters) .) financial independence .) resettlement
",,,. Limited access to services for PwD; shame associated with saying one has a family member with a disability ; having a family member with a disability places extra burden on families ,,,,,,,,,,,,,,
Sudanese,Female,Adult,None,FHH,. Inability to cover rent and basic needs,. Expedite RSD cases for asylum seekers so they can apply for MFA once granted refugee status. ,. Explore feasibility of assisting asylum seekers and refugees with obtaining a work permit ,. Overcrowding accomodation ,,,. Child labour ,,,. Exploitation in the workplace,,". Provide awareness raising sessions through CSC on: (a.) human rights and legal rights of Sudanese asylum seekers and refugees in Jordan. Ensure that Sudanese refugees are aware of their right to report crimes to the police and to seek protection from UNHCR if the police does not assist them. (b.) UNHCR mandate and services through CSC.

*Liaise with Government of Jordan and Jordan National Centre for Human Rights in sensitising police and school teachers to human rights standards and specific protection concerns of Sudanese asylum seekers and refugees. 
",. Poor quality and access to health care ,,". UNHCR Health Unit to address refugees’ concerns with regards to the quality of health care provided by JEHAS (long waiting lists, personal treatment of refugees by health care staff).",,,,. Physical and verbal harassment against children and adults,,". Promote the psycho-social wellbeing through the hosting of regular activities, by the Sudanese CSC, that are relevant and of interest to participants; train the police in human rights and specific protection concerns of Sudanese asylum seekers/refugees in Jordan; provide education on human rights hereunder the right to be free from discrimination through the Sudanese CSC (in collaboration with UNICEF/Save the Children) and encourage reporting of discrimination or harassment to the police.  
",,,,,,,,,,. Complaints handling mechanisms deemed to be ineffective; unable to leave children alone at home while going to Khalda,. Strong preferance for in person complaints handling; preferance for addressing SGBV related issues to female staff; request for ongoing dialogue with UNHCR staff,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline;  provide female refugees the opportunity to choose to talk to female or male UNHCR staff. This is important to female Sudanese refugees most of whom have witnessed; Explore the possibility of child care for female headed households who cannot leave their children to go to work and follow-up on their cases at UNHCR Khalda.,,,,". .)Cash assistance .) quality of health care; .) resettlement to the USA. 
",,,. Several participants are survivors of SGBV; no knowledge of PwD ,,". Raise awareness on UNHCR/IRD services through Sudanese CSC; Address reasons why persons with disability are not known by this group of refugees (stigma, shame linked with social isolation of PwDs) through ongoing FGDs at Sudanese CSC.",,,,. Strong preferance for Home Visits,. More Home Visits and request for ongoing dialogue through FGDs with UNHCR staff,. More Home Visits as means of needs assessment; build trust with refugees through ongoing FGDs with UNHCR staff; ensure that training of IRD staff conducting Home Visits includes mention of fear by refugees that their NFIs makes them appear wealthy. ,,,,. Most participants have received one off cash assistance ,. Increase cash assistance ,. Explore opportunity for scaling up cash based interventions to the most vulnerable refugees. 
Sudanese,Male,Youth,None,None,. Inability to cover rent and meet basic needs ,. Provision of work permits,. Explore feasibility of assisting asylum seekers and refugees with obtaining a work permit ,. Exploitation in the work place,,,. Poor quality and access to health care,,. Health Unit to assess and address quality of health care provided by JHAS.,". Psychological distress compounded by traumatic events in Sudan, loss of family members and lack of communication to existing family in Sudan by some. ",,. Explore interest in psycho-social support through ongoing FGDs at Sudanese CSC.,,,,,,,. Regular harassment and discrimination against children and adults,,". awareness raising sessions through CSC on:
(a.) human rights and legal rights of Sudanese asylum seekers and refugees in Jordan. Ensure that Sudanese refugees are aware of their right to report crimes to the police and to seek protection from UNHCR if the police does not assist them.
(b.) UNHCR mandate and services through CSC.
*Liaise with Government of Jordan and Jordan National Centre for Human Rights in sensitising police and school teachers to human rights standards and specific protection concerns of Sudanese asylum seekers and refugees. 
",,,,,,,,,,. Complaints handling mechanisms found to be ineffective (helpline and petitions); lack of trust in UNHCR staff ,. Strong preferance for in person interviews and Home Visits as means of needs assessment ,". To the extent possible conduct needs assessments through in person interviews during Home Visits; Ensure ongoing monitoring and training of IRD staff who conduct Home Visits (in terms of code of conduct, specifically with regards to length of visits and respect towards refugees).",,,,. .) protection and security .) quality health care .) cash assistance .) food .) resettlement ,,,,,,,,,". Positive view on Home Visits. Few negative experiences (impatient IRD staff, short  min visits)",". More Home Visits, more respect by staff",". To the extent possible UNHCR should scale up Home Visits and instead of other assessment types. 

*Train IRD staff on professional code of conduct during Home Visits (length of visit, need for impartiality and respect).
",. Two  year old unaccompanied minors live with single male youth. One of them works as a cleaner for  JOD per day.,,. Identify and address all protection concerns facing two  year old unaccompanied minors. ,.  PwD and elderly are the most vulnerable and in need of cash assistance (see examples above of Sudanese refugee who fell from roof and is paralyzed and elderly heads of households facing multiple discrimination/difficulties in finding work).,,. Through Sudanese CSC seek to identify most vulnerable cases in need of cash based interventions.
Sudanese,Male and female,Minors,None,None,. Harassment in neighbourhoods and in school,,. Organize sports and cultural activities through CSC (CSC can link with local sports clubs and organise acitivities for Sudanese and Jordanian children),. Restricted social movement and activities due to financial constraints ,". CSC activities such as English classes, art, IT classes and trips in and out of Amman",". CSC activities such as English classes, art, IT classes and trips in and out of Amman",,,,,,,,,,,,,". Limited integration in host community, regular harassment against and social exclusion of Sudanese children",,,". Focus on children's emotional wellbeing at CSC, advise children and parents on how to address harassment. Sensitive police and education authorities on human rights standards and protection issues facing Sudanese community ",,,,,,,,,. Minors have noone to turn to in placing complaints. Parents tell their children to ignore harassment as there is no protection against it. ,,. Sensitise police and education authorities on human rights standards and protection issues facing Sudanese community. Advise minors and parents  on rights to  protection,,,,,,,,,,,,,,,,,,,,,
Sudanese,Male,Older Persons,None,None,". Psychological distress (severe trauma incurred in Sudan, loss of social status in Jordan)",,. Offer individual/group psycho social support,. Inability to cover rent and basic needs,. Increase cash assistance; establish camps for Sudanese refugees ,. Explore cash assistance for vulnerable cases. Raise awareness on UNHCR services ,". Poor housing conditions (overcrowding, several families sharing one room)",,,. Exploitation in the work place and/age poses extra challenge to finding employment; child labour ,,. Sensitise police to human rights standards and protection issues facing Sudanese refugees. Raise awareness among refugee community of right to protection ,. Poor quality and access to health care ,,. Monitor health care services provided by JHAS,,,,. Regular physical and verbal harassment ,,,,,,. One case of fraud reported (agency offered someone RST for  JOD),,,,,,. Complaints handling mechanisms found to be ineffective (helpline and petitions). Slow or no follow-up. ,. Strong preferance for in person complaints handling and Home Visits,. Promote in person complaints handling ,,,,. i.) financial assistance ii.) quality health care  iii.) education for children iv.) resettlement ,,,. Female Sudanese refugees victims of SGBV. Limited services addressing their needs. ,,.  Raise awareness on referal paths for access to SGBV and psycho social related services,,,,. Positive view on Home Visits but slow follow-up. ,,". Promote Home Visits. Train and monitor IRD staff on proper code of conduct (length of visits, respect)",,,,. Six participants approved for cash based assistance but still awaiting payment,,. Explore possibility of granting cash based assistance to vulnerable cases 
Sudanese,Female,Older Persons,None,None,. Inability to cover rent and basic needs,. UNHCR to provide food vouchers; expidite RST applications,,. Threat of eviction from homes (high demand for housing gives landlords advantages),,,. Overcrowding in shared accommodation ,,,. Lack of job opportunities ,,,. Poor quality and access to health care (transportation fees to JHAS sometimes cost more than health care subsidee),,".  Monitor health care services provided by JHAS; bi-monthly awareness sessions with ARDD Legal Aid and JHAS/UNHCR health unit on the referral mechanism, the long waiting period and high price list for health care",,,,.  Verbal and physical harassment and discrimination against children,,. Raise awareness on refugees rights under Jordanian law and UNHCR services; sensitise police to human rights standards and protection issues facing Sudanese; through CSCs organise activities that meet the needs and interests of refugees,,,,,,,,,,. Complaints handling mechanisms found to be ineffective. No or slow follow-up.,. Strong preferance for in person complaints handling. Participants prefer raising issues related to SGBV to female staff.,. Strengthen UNHCR complaints handling mechanisms/ build capacity of staff handling helpline; provide female Persons of Concern with possibility of speaking to female staff regarding SGBV issues; promote in person complaints handling ,,,,. .) cash assistance .) food .) quality health care .) education for children . ) resettlement ,,,. Most Sudanese refugees are survivors of SGBV. None reported to receiving psycho social support. Reluctance to acknowledge having a family member with a disability. ,,. Improve access to and quality of special education centers. Raise awarness on psychosocial support for survivors of SGBV.,,,,. Positive view on Home Visits but slow follow-up,. Strong preferance for Home Visits ,". Promote Home Visits. Train and monitor IRD staff on proper code of conduct (length of visits, respect)",,,,. All participants have received first time cash assistance. None receive MFA.,,. Explore possibility of granting cash based assistance to vulnerable cases 
Somali,Female,Adults,None,FHH/ cash beneficiaries ,. Inability to cover rent and basic needs,. Prioritisation of cases (most vulnerable cases to receive priority); increase cash assistance; ,. Screening of urgent Somali cases for resettlement,. Regular verbal and physical harassment against children and adults ,,,.Child labour,,,. Lack of financial resources for children to take part in school activities,,,,,,,,,. Tension with host community. Ongoing verbal and physical harassment,,,,,,,,,,,,".  Lack of clear information on UNHCR services, cases referred from one officer to another; lack of trust in UNHCR staff; frustration with paying transportation fees for no purpose; reports of UNHCR staff hanging up when refugees call helpline (money wasted on telephone calls with no benefit); police offers no protection; sense that there is no where to turn for support",. Clear information on UNHCR services,,,,,". .) Gas for hot water  
.) Clothes for children 
.) Cash assistance to cover basic needs
.) Peaceful coexistence with Jordanians
.) Child protection
.) Freedom of movement outside Jordan (to visit relatives on occasions of sickness or death)
.) Effective follow-up on complaints and questions
.) Quality health care
.) Safe return to Somalia if life does not improve in Jordan
",,,. Limited or no access to services for PwD; social isolation of PwD,,,". Cannot afford paying transportation in addition to % they need to access hospitals. Pregnant women face more challenges and difficulties.
JHAS very disorganised they don’t have the time to examine all patients.
",,,". Home visits have been improved. Before the staff wouldn’t even enter the house, now they spend more time to interview. They want to receive UNHCR staff in their houses as often as possible, they want their voices to be heard.",,,,,,. Inflation in the market. The money they receive don not cover their needs and they don’t correspond to the prices in the market. The assistance they receive is not enough and do not cover daily expenses.,,
